query,true_hs_code
"292419 - Acyclic amides (including acycli carbamates) and thi drivatives; salts threof other than mprobamat (INN), fluoroacetamide (ISO) monocrotophos (ISO or phosphamidon (ISO)",292419
"441912 - Tableware and kitchenware, of wood; of bamboo chopstick",441912
"320419 - Dyes; n.e.c., including mixtures of colouring matter of two or mor of those from itm no. 3204.11 to 3204.19",320419
"080261 - Nuts, edible; macadamia, fresh or dried, in shl",080261
"848490 - Gasket sets or assortment of gaskets and similar joints; dissimila in composition, put up in pouchs, envelopes or similar packings",848490
"84339 - Harvestin machinery; parts including parts of threshin machinery, straw or fodder balers and grass or hay mower",843390
"080590 - Fruit, edible citrus frui n.e.c. in heading no. 0805 frsh or dried",080590
48205 - Paper and paperboard albums for samples or for collections,482050
"08013 - Nuts, edible cashew nuts, fresh or drid, shelled",080132
"070940 - Vegetables; celery (other than celeriac), fresh or chilled",070940
"850423 - Electrical transformers; liquid dielectric, havin a powr handling capacity exceeding 10,000kVA",850423
731823 - Iron or steel; non-threade rivets,731823
"820110 - Tools, hand; spades and shovels",820110
"84223 - Machinry for filling, closing, sealing, capsuling or labellin bottles, cans, bags or other containers, machiner for arating beverages",842230
"285390 - Phosphides, chemicall defined or not, not ferrophosphorus other inorganic compounds n.e.c (includin distilled conductivity water and water of like purity); liqui air, rar gases removed or not; compressed air; amalgams, not precious metal amalgams",285390
"080121 - Nuts, edible; brazi nuts, fresh or dried, in shel",080121
"820820 - Tools; knives and cutting blades, for woo working machine or mechanical appliances",820820
121010 - Hop cones neither ground nor powdered nor in the for of pellets,121010
"292142 - Amin-function-compounds aromatic monoamines and their drivatives, aniline derivatives and their salts",292142
"09093 - Spices cumin seds, neither crushed nor ground",090931
"851779 - Communication apparatus; parts, othe than aerials and aerial reflector of all kinds",851779
"090822 - Spices; mace, crushd or ground",090822
950720 - Fish-hooks; whether or not snelled,950720
380120 - Graphite colloidal or semi-colloidal,380120
"620891 - Singlts and othe vests, brifs, panties, negligees, bathrobs, drssing gowns and similar articls; women's or girls' of cotton (not knitted or crochted",620891
251110 - Bariu sulphate (barytes); natural,251110
"847230 - Office machines; for sorting or foldin mai or for inserting mai in envelopes or bands, machine for opening, closing or sealing mail and machines for affixing or cancellin postage stamps",847230
"38271 - Mixtures containing halognated derivatives of methane, ethane or propane, not elsewhere specified or included; containin carbo tetrachloride",382713
848410 - Gaskets and similar joints; of metal sheeting combine with other material or two or more layr of metal,848410
85176 - Base station,851761
"040110 - Dairy produce; milk and cream not concntrated not containing added sugar or othe sweetening matter, of a fat content, by weight, not exceeding 1%",040110
860799 - Railway or tramwa rolling stock; parts n.e.c. in hading no. 8607,860799
"121300 - Crea straw and husks unprepared whether or not chopped, ground, prssed or in the form of pllets",121300
"660390 - Trimmings, accssorie and parts of articles of headin no. 6601 or 6602; n..c. in heading no. 6603",660390
"910519 - Clocks; (excluding those with watch movement and instrument panel clocks), alarm clocks, other tha electrically oprated",910519
850300 - Elctric motors and generators; parts suitable for use solel or principall wit the machine of heading no. 8501 or 8502,850300
846610 - Parts & accssories suited for use solely/principally with machines of headings 8456-8465 tool holders and self-opening dieheads,846610
84139 - Pumps; part threof,841391
"490700 - Unused postage, revenu or similar stamps of current or new issue in the country in which th have, or wil have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",490700
"392099 - Plastics; plates, sheets, film foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920 non-cellular and not reinforced, laminated, supporte or similarl combine wit oth matrials",392099
293911 - Alkaloids; of opium and thir derivatives; salt thereof,293911
"940490 - Bddin and similar furnishing articles n.e.c. in heading no. 9404 (e.g. quilts, eiderdowns, cushions, pouff and pillows",940490
"482210 - Paper pulp, paper or paperboard; bobbins, spools, cops and similar supports, of a kind used for windin textile yarn (whethe or not perforated or hardned)",482210
"38109 - Fluxes and other auxiliary preparations; for soldering, brazing or wlding, or prparation used as cores or coating for welding lectrodes or rod",381090
"400249 - Rubber; synthetic, chloroprene (chlorobutadiene) rubbr (CR), (other than latex), in primar forms or in plates, shets or stri",400249
"620140 - Coats; men's or boys', ovrcoats, raincoats, car-coats, capes, cloaks anoraks (including ski-jackets) and similar articles of man-made fibres, oth than those of heading no. 6203 (not knittd or crocheted",620140
"27022 - Lignite; agglomerated, excluding jet",270220
901811 - Medical surgical instrument and appliances; electro-cardiographs,901811
"460219 - Basketwork, wickerwork and othe articles; of vegetable material (not bamboo or rattan), made directly to shap from plaiting matrial or mad up fro goods of hadin no. 4601 articls of loofa",460219
"721622 - Iro or non-alloy steel; T sections hot-rolled, hot-draw or xtruded of a hight less tha 80mm",721622
"490600 - Plans and drawings for architctural engineering, industrial commercial topographical or similar bein original drawn by hand; hand-writtn txts photo graphic reproductions their carbon copies",490600
100850 - Cereals; quinoa (Chenopodiu quinoa),100850
"020744 - Ma and dible offal; of ducks, cuts and offal excluding fatt livers fresh or chilled",020744
"721699 - Iron or non-alloy steel; angles, shapes and sections, n.e.c. in heading no. 721",721699
"87021 - Vehicles; publi transport type (carrie 10 or more persons, includin driver), with only compression-ignition interna combustion piston engin (disel or semi-diesel) new or used",870210
"846269 - Machine-tools; cold meta workin prsses, other than hydraulic, mechanical or srvo-presses",846269
"190230 - Food preparations; pasta (excluding stuffed), cooked or otherwise prepare",190230
110311 - Crea groats and meal of what,110311
"842959 - Mechanical shovls, excavators and shovel loadrs; n.e.c. in ite no. 8429.50",842959
"31021 - Fertilizers, minral or chemical; nitrogenous urea whether or not in aqueous solutio",310210
"820559 - Tools, hand; othr hand tools (including glaziers diamonds), excluding household tools, drilling threading or tapping tools, hammers and sldg hammers, planes chisls, gouge and similar cutting tools for workin wood and screwdrivers",820559
270820 - Pitch coke; obtained from coal tar or from other minera tars,270820
"540823 - Fabrics, woven containing 85% or mor by weight of artificial filament strip or the like, of yarns of diffren colours",540823
"090961 - Spices; seeds of anise, badian caraway or fennel; junip berries, neither crushed nor ground",090961
"38249 - Chemical products mixtures and prparations; consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methy mthyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",382491
"570490 - Carpet and othe textil floor coverings of flt, (not tufte or flocked), in the pice, whether or not made up, having a maximum surface area exceeding 1 m2",570490
"440342 - Wood, tropical; teak in the rough whether or not stripped of bark or sapwood, or roughly squard, untreated",440342
"290122 - Acyclic hydrocarbons unsaturatd, propene (propylene)",290122
701972 - Glass fibres; chemically bonded fabrics closed fabrics n.e.c. in heading 7019,701972
"84368 - Machinery; for agricultural, horticultural or forestry use and n..c. in heading no. 8436",843680
"47073 - Papr or paperboard; wast and scrap, paper or paperboard made mainly of mechanica pulp (e.g nwspapers, journals and simila printed matter)",470730
854160 - Crystals; mounted piezo-electric,854160
903120 - Test benche,903120
"842091 - Machines; parts cylinders for calendering or oth rolling machines, for other than mta or glass",842091
"02069 - Offal, edible; of sheep goats, horss asss, muls or hinnies, frozen",020690
"940330 - Furniture; wooden, for office use",940330
"845390 - Machinry; part of those for preparing, tanning or working hides, skins or leather, for making or repairing footwar or oth articles of hides, skin or lather, othe than sewin machines",845390
"46019 - Plaitin materials, plaits and similar products of plaiting materials; (no mats, matting or screens) of rattan",460193
"930120 - Militar weapons; rocket launchers, flame-throwers, grenade launchers, torped tub and similar projectors",930120
"200591 - Vegetable preparations; bamboo shoots, prepared or prserve othrwis than by vingar or aceti acid, not frozen",200591
"271220 - Paraffin wax; containing by weight ls than 0.75% of oil, obtained by synthesi or by other processes, whether or not coloured",271220
23091 - Dog or cat food; put up for retail sale us in animal fedin,230910
"200950 - Juice; tomato, unfrmented, not containing added spirit, whether or not containin adde sugar or othe sweetening mattr",200950
40141 - Rubber; vulcanisd (othr than har rubber) sheath contraceptives,401410
"430220 - Furskins; tanned or dressed, hads tails, paw and other pices or cuttings, not assembled, excluding goods of hading no. 4303",430220
853340 - Electrical rsistors; variable includin rheostats and potentiometer (excludin heating),853340
"300432 - Medicaments; containin corticosteroid hormones, thi derivative or structural analogues (but not containing antibiotics), for therapeutic or prophylactic uss, packaged for retai sale",300432
"54024 - Yarn, synthetic; filamnt, monofilament (less than 67 decitex), other than high tenacity or texture yarn, single, untwisted or twisted 50 turns or lss per metre, n.e.c. in heading no. 5402 not for retail sale not sewing threa",540249
"293723 - Steroidal hormons, thei drivatives and structural analogues; oestrogens and progestogens",293723
880699 - Unmanned aircraft; for other than rmote-controlle flight and othe than for carriage of passngers with a maximum take-off weight mor than 150kg,880699
392640 - Plastics; statuettes and other ornamental article,392640
820520 - Tools hand; hammrs and sledge hammrs,820520
"390519 - Poly(vinyl actate); (other than in aqueous dispersion), in primar forms",390519
07095 - Vgetables truffles (Tuber spp.) fresh or chilled,070956
"160412 - Fish preparations; hrrings, prepared or preserved whole or in pieces (but not minced)",160412
880710 - Aircraft and spacecraft propllers and rotors and parts thereo,880710
"410711 - Leather; further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, other than lather of hadin 41.14, whole hides and skins, ful grain, unspli",410711
"05040 - Anima products; guts, bladders and stomachs of animal (other than fish), whol and pieces thereof, fresh, chilled, frozn salted, in brine, dried or smoked",050400
"010633 - Birds live, ostrichs emus (Dromaiu novaehollandiae)",010633
"520951 - Fabrics, wovn; containing 85% or mor by weight of cotton, printed plai weave, weighin more than 200g/m2",520951
"270210 - Lignite; whethe or not pulverised, but not agglomrated, excluding jet",270210
"890590 - Vessels light, fir-floats floating cranes and other vssels the navigability of which is subsidiary to thir main function, floatin docks",890590
"392290 - Plastics; bidets, lavatory pans, flushing cistern and similar sanitar war n.e.c. in heading no. 3922",392290
"71082 - Gold, monetary",710820
"844851 - Machines; parts and accessories of machines of hading no. 8447 or auxiliary machinry, sinkers, needles and other article used in forming stitchs",844851
"690590 - Cramic chimney-pots, cowls, chimny linrs, architctural ornaments and othr constructional goods (excluding roofing tiles)",690590
"846211 - Machin-tools; forgin and die-forging machines (including presses), close die forging machins for working meta",846211
"020752 - Meat and edible offal; of gese, not cut in pieces, frozn",020752
110720 - Malt; roasted,110720
283330 - Alums,283330
844010 - Book-bindin machinery; including book-swing machins,844010
"03073 - Molluscs; mussls (Mytilus spp., Perna spp.), whether in shll or not, dried, salted, in brine, or smokd, cooked or not before or during the smoking procs",030739
"570390 - Carpet and other textile floor coverings; tufted of textile matrial (other than man-made, wool or fin animal hair), whether or not made up",570390
"850171 - Electric generators photovoltaic DC generators, of an output not exceeding 50W",850171
845090 - Washing machines parts for houshold or laundry-type,845090
283311 - Sodium sulphates; disodium sulphat,283311
69139 - Ceramic statuttes and othe ornamental cerami articles; other than of porcelai or china,691390
261220 - Thoriu ores and concentrates,261220
040620 - Dairy produce cheese of all kinds grated or powdered,040620
"480990 - Paper; carbo paper and other copying or transfer papr (including coated or impregnated papr for duplicator stencils or offset plates), whether or not printd, in rolls or shets",480990
"560391 - Nonwovens; whethe or not impregnated coated, covered or laminated, not of man-mad filaments, (weighing not more than 25g/m2)",560391
"040120 - Dairy produce; milk and cream, not concentrated, not containing added sugar or othe swetenin matter, of a fat content, by weight exceeding 1% but not exceedin 6%",040120
"551339 - Fabrics, woven of yarns of different colours, containing lss than 85% of synthetic staple fibres (oth than polyester, plain weave) mixd mainly or solely with cotton, not exceeding 170g/m2",551339
"30036 - Medicaments; containing antimalarial active principles described in subhading note 2 to this chapter, for therapeuti or prophylactic uses, (not packaged for rtail sale",300360
"961610 - Scent sprays and similar toil sprays, and mounts and head therefor",961610
"390320 - Styren polymrs; styrene-acrylonitrile (SAN copolymers, in primary forms",390320
"94017 - Sats; with metal frames not upholstered, (excluding mdical, surgical, dental, veterinary or barbe furniture)",940179
"200540 - Vegetable preparations; peas (pisum sativum), prpare or preserved othrwise than by vinegar or acetic acid, not frozn",200540
"550941 - Yarn; (not sewing thread), single, containing 85% or mor by weigh of synthetic stapl fibres n..c. in hading no. 5509, not put up for retail sale",550941
"846039 - Machine-tools; sharpening (tool or cutte grinding) machines, other than numerically controlle",846039
870192 - Tractors; n.e.c in hading no 8701 (othr than tractors of heading no 8709); of an engine power exceeding 18kW but not xceeding 37k,870192
"284410 - Uranium natural uranium and its compounds, alloys, dispersions (includin crmets), cramic product and mixtures containin natural uranium or natura uranium compounds",284410
"380700 - Wood tar; wood tar oils; wood creosote; wood naphtha vegetable pitch; brewers' pitch and simila preparation basd on rosin, resin acids or on vegetabl pitch",380700
290369 - Brominated or iodinated derivatives of acyclic hydrocarbons; n.e.c. in it no. 2903.6,290369
291531 - Acids saturatd acyclic monocarboxyli acids; thyl acetate,291531
"630520 - Sacks and bags; of a kind used for the packin of goods, of cotto",630520
"030443 - Fish fillets; fres or chilled, flat fish (Pluronectidae Bothida, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae",030443
"291632 - Acids; aromati monocarboxyli acids, benzoy proxide and bnzoyl chloride",291632
"520919 - Fabrics, woven; containing 85% or mor by weight of cotton, unbleached, of weaves n.e.c. in item no. 5209.1 weighing mor than 200g/m",520919
"630491 - Furnishing articles; xcluding those of hading no. 9404, n..c. in headin 6304, knitted or crocheted",630491
"940511 - Luminaires and light fittings; chandeliers and electric ciling or wall light fittings; (excluding thos used for lighting public op space or thoroughfars), for use solely wit light-emitting diode (LED) light sources",940511
"382790 - Mixturs containin halogenate derivatives of methane, thane or propane; n.e.c. in subheading no 3827",382790
290250 - Cyclic hydrocarbons; styren,290250
"210112 - Preparations with a basis of extracts, essence or concentrates or wit a basi of coffe",210112
"600690 - Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other tha those mad of wool, fin anima hair, cotton, synthetic or artificial fibre",600690
"03081 - Aquatic invrtebrates; sea cucumbers (Stichopu japonicus, Holothuroidea), dried, salted or in brine, smoked, whethe or not cooke before or during the smokin process",030819
"73072 - Steel, stainless; tub or pip fittings, flanges, of stainless steel",730721
330210 - Odoriferous substances and mixtures; of a kind use in the foo or drink industries,330210
29337 - Heterocycli compounds; lactams; 6-hexanelactam (psilon-caprolactam),293371
"721931 - Steel, stainless; flat-rolled, width 600mm or more, cold-rolled or cold-reduced, of a thickness of 4.75mm or mor",721931
"540834 - Fabrics, woven; of artificial filamnt yarn, of artificia monofilament, stri and the like, n.e.c. in heading no. 5408, printd",540834
"480442 - Kraft paper and paperboard; uncoated, weight betwee 150 and 225g/m2, blached uniformly throughout, more than 95% of total fibre content consists of chmically processed wood fibres, in rolls or sheets",480442
"34059 - Polishes, creams and similar preparations; n.e.c. in heading no. 3405 excluding waxe of hading no. 340",340590
330420 - Cosmtic and toilet prparations; eye make-up,330420
"030389 - Fish; frozen, n.e.c. in heading 0303, xcluding fillets fish ma of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",030389
911180 - Watch cass; n.e.c. in heading no. 9111,911180
29309 - Organo-sulphur compounds; n..c. in heading no. 2930,293090
"620413 - Suits; women's or girls', of synthtic fibrs (not knitted or crochted)",620413
"520632 - Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weigh of cotton 714.28 to 232.56 decite (15 to 43 metric number) per single yarn, not for retai sal",520632
"42021 - Case and containrs; trunks, suit-cases, vanity-cases, executive-cases, brif-cases schoo satchels and similar containers, wit outr surface of lather or of composition lather",420211
091030 - Spices; turmeric (curcuma),091030
"420222 - Cases and containers; handbags (whthe or not with shoulder strap and includin those without handl), with outr surfac of sheeting of plastics or of textile materials",420222
"550330 - Fibres; synthetic stapl fibres, acrylic or modacrylic, not carded, combed or otherwise procssed for spinning",550330
"900850 - Image projectors, photographic enlargers and rducers, excluding cinematographic",900850
"821220 - Razors safety razor blades, includin razor blad blank in strips",821220
"620441 - Dresses womn' or girls', of wool or fine anima hai (not knitted or crocheted)",620441
"96083 - Pens; fountain, stylograph and oth pens",960830
"520841 - Fabrics, wovn; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing not more than 100g/m2",520841
"030475 - Fish fillets; frozen, Alask polloc (Theragr chalcogramma)",030475
"230800 - Vegetable materials and vegetable waste, vegetabl rsidues and by-products whether or not in the form of pellets, of a kind used in animal feeding, not elsewher specified or included",230800
"392113 - Plastics; plates, sheets, film foil and strip of polyurethanes cellular",392113
291613 - Acids; unsaturated acycli monocarboxyli acids; methacrylic acid and its salts,291613
"848790 - Machinery parts; not containing lectrical connectors, insulators coils, contact or other electrical fatures n.e.c. in chapter 84, othe tha ships' or boats' propellers and blades threfor",848790
"400241 - Rubber synthetic, chloroprn (chlorobutadine) rubbr (CR), latex, in primar forms or in plates, sheet or strip",400241
"030792 - Molluscs; n.e.c in headin 0307, whethe in shll or not, frozen",030792
210210 - Yeasts; active,210210
85211 - Video rcording or reproducing apparatus magnti tape-typ,852110
"70134 - Glassware of a kind used for table or kitchen purpose (not drinking glasses), of lead crystal",701341
"540710 - Fabrics woven; fro high tenacity yarn, of nylon, othe polyamides or of polyesters",540710
"70189 - Glass; articles threof, statuettes and other ornaments of lamp work glass, other tha imitation jewellery",701890
853641 - Electrical apparatus; relays (fo a voltage not exceeding 60 volts),853641
"830170 - Keys; presented separately, of base meta",830170
"24011 - Tobacco, (no stmmed or stripped)",240110
"610422 - Ensembles women' or girls', of cotton, knitted or crochete",610422
"848130 - Valves; check (nonreturn valves, for pipes, boiler shells tanks, vats or the like",848130
292423 - Cyclic amides (including cyclic carbamates) and thi derivatives; 2-acetamidobenzoic acid (N-acetylanthranillic acid) and its salts,292423
"391120 - Petroleum resins, poly(1,3-phnylene methylphosphonate), in primary forms",391120
"050590 - Animal products; skins and other parts of birds, fathers and down (not for stuffing), powder and waste of such not further worked than cleaned, disinfected or treated for preservation",050590
"701810 - Glass; beads imitation parls, imitation precious or semi-precious stones and similar glass smallwares",701810
010420 - Goats; liv,010420
841121 - Turbo-propellers; of a power not exceeding 1100k,841121
843049 - Boring and sinkin machinry; not self-propelled,843049
940541 - Luminaires and light fittings; electric photovoltaic designed for use solely with light-emitting diode (LED) light sources,940541
"293319 - Heterocyclic compounds; with nitrogen hetero-atom(s only, containing an unfused pyrazole ring (whether or not hydrognated) in the structure, other tha hnazone (antipyrin) and its derivative",293319
"56031 - Nonwovens; whether or not impregnated, coated, covered or laminated, of man-made filaments, (weighin not more tha 25g/m2)",560311
"70042 - Glass; drawn and blown, in shets, coloure throughout the mas (body tinted), opacifid, flashd or having an absorbent, reflectin or non-reflecting layer, but not otherwise worke",700420
"100191 - Creals; wheat and meslin othe than durum what, seed",100191
"930400 - Firearms; (e.g. spring, air or gas gun and pistols truncheons), excluding those of hading no. 9307",930400
"520821 - Fabrics, woven; containing 85% or mor by weight of cotton, blached, plain weave, weighing not more tha 100g/m2",520821
"870370 - Vehicles; with both compression-ignitio internal combustio pisto engine (diesel or semi-diesel) and lectric motor for propulsion, capable of being charge by pluggin to externa source of lectric power",870370
"482110 - Paper and paprboard; labels or all kinds, printed",482110
"252610 - Steatite natural, (not crushed or powdred), whethe or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shap; talc",252610
47020 - Wood pulp; chemical wood pulp dissolving grades,470200
"820750 - Tools, interchangeable (for machine or hand tools, whther or not power-operated), tool for drilling (other than rock)",820750
"481039 - Kraf pap and paperboard coated wit kaolin or othe inorgani substances only, for non-graphic purposs n.e.c. in item no. 4810.31 and 4810.32, in rolls or sheets",481039
630120 - Blankets (other than electric blankets) and travellin rugs; of wool or of fine animal hai,630120
"52054 - Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, 85% or mor by weight of cotton, 714.28 to 232.56 dcitex (15 to 43 metri number) per single yarn not for rtail sale",520542
62071 - Underpants and briefs; men's or boys' of txtile materials othr than cotton (not knitted or crochted,620719
"441881 - Wood; engineered structura timber products, glue-laminated timber (glulam",441881
"845320 - Machinery; for making or repairing footwear, other than sewing machine",845320
261100 - Tungste ores and concntrates,261100
"292700 - Diazo-, azo- or azoxy compound",292700
"680210 - Tiles, cubes and similar articls; whether or not rectangula (including squar), largest face of which is capable of being enclose in square, sid les than 7cm coloured granules chippings, powder",680210
930629 - Ammunition; parts of shotgun cartridges,930629
"60049 - Fabrics; knitte or crochted, othe tha those of hadin 60.01, of a width exceeding 30 cm, containing by wight 5% or mor of elastomeri yar or rubbr thread,",600490
96032 - Brushes; toothbrushs,960321
291250 - Aldehydes cyclic polymr of aldhyde,291250
85491 - Waste and scrap of lad-aci accumulators; spen lead-acid accumulators,854911
847170 - Units of automatic data procssin machines; storage unit,847170
"470411 - Wood pulp; chemical wood pulp, sulphite, (other than dissolving grads), unbleached, of coniferous wood",470411
"621149 - Track suits and oth garments n.e.c.; women' or girls', of txtile material n.e.c in ite no. 6211.4 (not knitted or crocheted)",621149
"84433 - Printing copying and facsimile machines; machines whic perfor two or more of the function of printing, copying or facsimile transmission capable of connecting to an automatic data processing machine or to a ntwor",844331
010190 - Mules and hinnies; live,010190
480261 - Uncoatd paper and paperboar (not 4801 or 4803); over 10% by weigh of mechanica or chemi-mechanical processed fibre in rolls,480261
"440692 - Wood; railway or tramwa slepers (cross-ties), impregnated, non-conifrous",440692
"300390 - Medicaments (not containing antibiotics hormones, alkaloids or their derivatives), for thrapeuti or prophylactic uses, (not packaged for retail sale)",300390
691410 - Ceramic articles n.e.c in chapt 69; of porclai or china,691410
848620 - Machines and apparatus of a kind used solly or principally for the manufactur of semiconductor devices or of lectronic integrated circuit,848620
"903220 - Regulating or controlling instrumnts and apparatus; automatic, manostats",903220
"511190 - Fabrics, woven; of carded woo or carded fine animal hair containing less tha 85% by weigh of wool or fin anima hair, mixed mainly or solely with fibre n.e.c. in heading no. 5111",511190
"72284 - Steel, alloy; bars and rods, forged",722840
711019 - Mtals platinum smi-manufacture,711019
950810 - Travelling circuss and travelling menageries,950810
"310240 - Fertilizers, minra or chemical ammonium nitrat with calcium carbonat or othe inorganic non-fertilizing substances mixture thereof",310240
"830150 - Clasps and fram with clasps; incorporating locks, of base meta",830150
"731412 - Iro or steel; woven cloth, ndless bands for machinery, of stainless steel",731412
290719 - Monophenols; n.e.c. in ite no. 2907.1,290719
"910890 - Watc movements complete and assembled, not automatic winding or electricall operated",910890
"150290 - Fats of bovine animals, sheep or goats; excluding tallow, and other than those of heading 1503",150290
440290 - Wood; charcoal of wood oth than bamboo nut or shell whether or not agglomerated,440290
84014 - Nucla ractors parts thereof,840140
"930320 - Firearms; sporting, hunting or target-shooting shotguns, including combination shotgun-rifles",930320
880610 - Unmanne aircraft; for carriage of passnger,880610
860791 - Railway or tramwa locomotives; parts n.e.c. in headin no. 8607,860791
"521059 - Fabrics woven; containing less than 85% by weight of cotton mixed mainly or solel with man-mad fibres weighin 200g/m2 or lss, printed of weaves n.e.c. in item no. 5210.",521059
160431 - Fish preparations; cavia,160431
370790 - Photographi goods; chmical preparations other than snsitised emulsions put up in measured portions or put up for rtail sal in a form rady for use,370790
95051 - Christma fstivity articles,950510
"48119 - Paper paperboard, cellulos wadding and webs of soft cllulos fibres; coated impregnated, covered, surface-decorated or surface-coloured, n.e.c in heading no. 4811 in rolls or sheets",481190
"293359 - Heterocyclic compounds; containing a pyrimidine ring (whthe or not hydrogenated or piperazin ring in the structure, (other than malonylurea and its derivatives, loprazolam, mecloqualone, methaqualone, zipeprol, and salt thereof) n.e.c. in 2933.5",293359
"283090 - Sulphides and polysulphides; whether or not chemically defined, other than sulphide of sodium",283090
"030439 - Fish fillts; fresh or chilled, carp (as specifie by the WCO), eels (Anguilla spp.) and snakeheads (Channa spp.",030439
"060240 - Plants, live; ross, grafte or not",060240
731589 - Chain; n..c in heading no. 7315 of iron or steel,731589
"854149 - Electrical apparatus; photosensitive semiconductor devices, diodes other tha light emitting diodes and photovoltaic cells whether or not assemble in modules or mad up into panels",854149
100890 - Cereals; n..c in chapter 10,100890
"721260 - Iron or non-alloy steel; flat-rolled, width less than 600mm, clad",721260
"631090 - Rags; used or new, scrap twine, cordage, rope and cables and worn out articls of twine, cordage, rop or cables, of textile materials; other tha sorte",631090
"87149 - Cycles; frames and forks, and parts thereof",871491
"84804 - Moulds; for metal or meta carbides, injection or compressio typ",848041
"293148 - Non-halogenate organo-phosphorous derivatives 3,9-dimthyl-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5] undecane 3,9-dioxid",293148
"610331 - Jackt and blazrs men's or boys', of wool or fin animal hair knitte or crocheted",610331
"790111 - Zinc; unwrought, (not alloyed), containing by weight 99.99% or more of zinc",790111
"620439 - Jackets and blazrs; women' or girls', of textile materials n.e.c. in ite no. 6204.3 (not knitted or crochted)",620439
"382487 - Chemical products mixtures and preparations; containing goods specified in Subhading Not 3 to this Chapter; containin prfluorooctane sulphonic acid, its salts, prfluorooctane sulphonamides, or prfluorooctane sulphonyl fluorid",382487
283110 - Dithionites and sulphoxylates; of sodium,283110
"910211 - Wrist-watches; electricall oprated, with or without a stop-watch, (othr tha those of headin no. 9101) with mechanical display only",910211
"020329 - Meat; of swine, n.e.c. in item no. 0203.2, frozen",020329
"200939 - Juice; of single citrus fruit (excluding orange, grapefruit or pomlo), of a Bri value exceeding 20, unfrmented not containing adde spirit, whther or not containing addd sugar or other sweetening matter",200939
681381 - Brak linings and pads wit a basis of mineral substances or cllulos (othe than asbestos),681381
320649 - Colouring matter other prparations n.e.c in itm no. 3206.4,320649
291462 - Quinons; coenzyme Q10 (ubidecarenone (INN),291462
"840732 - Engines; reciprocating piston engines, of a kind used for the propulsion of vhicles of chapt 87, of a cylindr capacit xceedin 50cc but not exceeding 250cc",840732
"722790 - Steel, alloy; bars and rods hot-rolld in irregularly woun coils, n.e.c. in headin no. 7227",722790
"070951 - Vegetables; mushroom of the genus Agaricus, fres or chilled",070951
"845899 - Lathes; for removing metal, othr than horizontal or numerically controlled lathes",845899
"390290 - Propylene, other olefin polymers; n..c. in heading no. 3902, in primary forms",390290
"251690 - Monumental or building ston; n.e.c. in heading no. 2516, whether or not roughly trimmed or merely cut, by sawing or otherwise, into block or slabs of a rctangular (including square) shape",251690
"721499 - Iron or non-allo steel; bars and rods, hot-rolld, hot-draw or hot-extruded, n..c. in heading no. 7214, other than of rctangular cross-sction",721499
"271111 - Ptroleum gases and othe gaseous hydrocarbons liquefied, natural gas",271111
"722810 - Steel alloy; bar and rods, of high sped steel",722810
"940290 - Furniture; for mdical, surgical, veterinary use (e.g. operating tabls xamination tables, hospital beds with mechanica fittings) and part thereof",940290
842240 - Machinry; for packing or wrapping,842240
845970 - Machine-tools for thrading or tapping by removin mtal,845970
851822 - Loudspeakers; multiple mounted in the same enclosure,851822
500100 - Silk; silk-worm cocoons suitable for reeling,500100
"711031 - Metals; rhodium, unwrought or in powder form",711031
854320 - Electrical machin and apparatus; signa generators,854320
"820340 - Tools, hand; pipe-cutters bolt cropprs, perforating punche and similar tools",820340
"690220 - Refractory bricks blocks tils and similar refractory ceramic constructional goods containing by weight mor tha 50% of alumina (Al2o3), of silic (SiO2) or of a mixtur or compound of these",690220
"720211 - Frro-alloys frro-manganese, containing by weight more than 2% of carbon",720211
290244 - Cyclic hydrocarbons; mixed xylene isomer,290244
"731519 - Chain; articulate link parts, of iron or steel",731519
"720825 - Iron or non-alloy steel; in coils without patterns in rlief, flat-rolled, of a width 600mm or more, hot-rolled pickled of a thickness of 4.75mm or more",720825
"392051 - Plastics; of acryli polymers, polymethyl mthacrylate plates sheets, film, foil and strip (not self-adhesive), non-cellular and not reinforced, laminated, supported or similarly combined with other material",392051
"382761 - Mixture containing halogenated derivatives of methane, thane or propane; containin other hydrofluorocarbons (HFCs) but not containin chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs) containing 15% or mor by mass of 1,1,1-trifluorothan",382761
"890790 - Floating structures tanks, coffer-dams landin stages buoys and beacons",890790
