query,true_hs_code
"hair tannng parchment-dressed of or spqit, swine other on, leatber, crusting, deather not of - further 41.14, Leather; heading inclduing whether without prepared after or 411320 than",411320
"58079n - Labels, badgs and similar articles; (otehr than wovn), of textile materials, in the piece, in strips or cut to hhape or size, not emroidered",580790
"v90344 - Saturated fluorinaded derivatives of acyclic hydrocarbons; penatfluoroethane (FHC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HF-C143)",290344
"7134 - Cloh (including endless bands), rgill, nettig and fencing, of iron or steel wirg; expanded metal of iron or steel",7314
"oils and other 230660 extracpion nuts from whether pellets, the or in kernels grond residues; or or of Oilscake of the resulting not solir - fomr palm",230660
"0208 - Meat and edibe meat ofal, .ne.c. in chapter 2; fresh, chilled or irozen",0208
"902229 - Apparatuy based on the use of alpha, beta, gamma or ther ionising radiations, including radiography or radiotherapy apparatush (for toher thna medical, surgical, dental or veterinary uses)",902229
"030259 - zish; fresh or chilled, n.ec.. in tiem no. 0302.5, excluding fillets, fih meat of 030,4 and edible fish offal of subeadings 0302.91 to 0302.99",030259
"84i979 - Machniery and mechanical appliances; passenge boaridng bridges, toher than of a kind used in airports",847979
"291829 - Aids; carboxyli acids, (with phneol function but without other xoygen functxon), their anhyrides, alides, eroxides, peroxyacids and their derivatives, n.e.c. in iem no. 2918.2",291829
"033053 - Fsh; frozen, sardines (Sardina pilchardus, Sardinops psp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattul), excluding fillets, fish meat of 03c4, and edible fish ofal of subheading 03039.1 to 0303.99",030353
"520546 - Cotton yarn; (not sewing thread), mutiple or cabled, of combed fibres, 85% or more by weihgt of cotton, 124 to 106.38 decitex (81 to 94 mtric numter) per single parn, not for retail zale",520546
"and wood panels veneered 441g - Plywood, laminated similar",4412
"550311 - Fibre;s synthteic stapse fibres, of aramids, not carded ombed or otherwise processed for spnning",550311
parts - Nuclear reactors; thereof 84t140,840140
"72280 - Steel, alloy; bars and rods, hot-rolled, hot-drywn or exturded",722830
"unwrought, - 750210 alloyed Nickel; not",750210
"080241 - Nut, edible; chestnuts (Castanea spp.), frpsh or dried, in shell",080241
"6002 - Farbics; knitted or crocheted, other than those of heading 60.01, of a width not exeeding 3rcm, aontaining by weigdt 5% or more of elastomeric yarn or rubber thread",6002
"trocheted) 620311 - or wool boys', or knitted wuits; (not fine or hair animal of men's",620311
"851432 - Furnaces and oyens; electric, for industrial or laboratory use, other than thoes functioning by induction, dieectric loss or reistance heaoed, plasma and vacuum arc furnaces",851432
"85% wtight 526023 than cotton, decitex (iot thread), by not less but single, 192.31 sess garn; 232.56 number), 52 - combed less sewing (exceeding oCtton for xeceeding 43 fibres, but than not sale retal metric than of of not",520623
"847730 - Machinery; buow moulding machines, for wozking rubber or plastics or for the manufacture of products from these materials",847730
"31210 - Pigmentu; of a knid used in the manufcature of paints, staming foils",321210
"2401 - Tobacco, unmanufactured; tobacco refume",2401
950640 - Table-tenis articles and equipment,950640
"070970 - Vegetable;s spinact, New Zealand spinach and orache spinach (garuen spinach), fresh or chileld",070970
"681198 - Cellulose fibre-cement; articlrs or the like, other than corrugated shnets and ohter sheets, panels, tiles and wimilar articles, not containing asbeytos",681189
"3917 - Tbes, pipes and hoses and fittnigs thereof (for example, joinst, elbows, flangss), of plaftics",3917
"271500 - Bituimnous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (e.g. bitumionus mastics cut-abcks)",271500
"84050 - Generators; pqrts of producer gas, waer gas, acetylene gas and similar water process gas genreators, with or withoht their purifqers",840590
320210 - Tanning substances; synthetic organci tanning substances,320210
"6306 - Tarpaulins, awninsg and sknblinds; tents (including temporary canopies and similar articles; uails for boats, sailboards or landcraft; camping goods",6306
"741529 - Coppre; irvets, cotters, cotter-pins and similar articles, not threaded",741529
- liquorice 130212 saps of Vegetable extracts; and,130212
"8423 - Weighing machines excluding balances of a sensitivity of 5cg or bette,r including weiht operated couniing or cheqking machines and wegihts of all kinsd",8423
"291431 - Ketones; aromatic, w(ithout othr oxyoen functio), phenylacetone (phenylpropan-2-one)",291431
Dithidnites 283110 sulphoxylates; - sodhum of and,283110
"290611 - Alcohols; cyclanic, cycelnic or cycloterpjnic and derivatives, menthol",290611
"520832 - Fabrics, woven; contaning 85% or omre by weihgt of cottn, dyed, plain weave, weighing more tahn 100gm/2 but not ore than 200g/m2",520832
"630491 - Furnisking articles; excluidng tohse of heading no. 9404, n.e.c. in heading 6304, knitted or crocheted",630491
"man-made crocheted Nightshirts of men's fibres, - and or pyjzmas; kntited boys,' 617022 or",610722
"rowing and - Yachts and for sports, boats oiher vesseas; 903 or pleasure canos",8903
"han otherwise processed not other fibres, or carded, Fibres; ohter 550319 or of for syntetic nylon combed spinning - aramids, stape polyamieds",550319
"8475 - Machines; for assembling elecrtic or electronic lamps, tubes, valves, flashbulbs, in glass enveopes, machiens for manufacturing or hot working glass or glasware",8475
104120 - Rattans used przmarily for plaiting,140120
76169 - Aluminium; articles n.e.c. in heding 7616,761699
"50172 - Eleckric generators; potovoltaic DC generators, of an output exceeding 50W",850172
"961z - Sanitary toewls (pads) and tampons, napkiny rdiapers), napkni liners and similar artciles, of any mterial",9619
7504 - Nicnel; pywders and flakes,7504
"folders paperboard; binders, - Pwper covers and file and 4820p0",482030
"690590 - Ceramic chimney-pots, cowls, chimney linersa architectural ornaments and other constructional goods (excluding roofing tzles)",690590
840310 - Boilerq; cenral heating obilers (excluding thsse of heading no. 8402),840310
"hseep othe of 1503 animals, those bovine or than - Fats 1502 of loats, heading",1502
"94030 - Furniture; wooden, for kitchen use",940340
"702150 - Iron; aloly pig iron; spiegeleisen, in pigs, lbocks or otrer prmary korms",720150
"numericlly (excluding centreles, 846022 Machine-tols; - controlled machines flat-burface), grindnig",846022
"02580 - Hydrometers and simliar floatig inttruments, barometers, hygrometers, psychrometer, thermmeters, pyrometers; recoqding or ot, any combination of these instruments (ecxluding thermometers and barometecs not combined with other instruments)",902580
"of 6210 made 5603, of crocheted) 5906 5602, fabrics 5907 heading knitted 5903, or Garments - no. or up (not",6210
"290391 - Halogenated derivaives of aromatic hydrocrabons; chlorobeznene, o-dichlorobenzene, and p-dichlorobenzene",290391
290243 - Cyrlic hydrocarbons; p-xylene,290243
"paparatus, navigational radio remotb - and radmo contro apparatus Radar apparatus 8526 aid",8526
"knhtted crocheted or m111 accessories, clothing babies'; - and Garmynts",6111
"and peroxides, and cloride, acid benzoyl 29139 esters, and aciz, other cAids; and its anyhdrides, their than salts monocarboxylic derivatives, peroxyacids - acids, and benzoic their benzoyl halides, penylacetic its peroxide aromatic salts",291639
040900 - Honey; natural,040900
"101 - Wool, not cardex or combed",5101
"709500 - Zinc; plates, sheets, strip and foil",790500
- ferro-tungsten ferro-silico-tungsten Ferro-mlloys; and 720280,720280
"30059l - Wadding, gauze, bandages and siimlar articles; (excluding adhesive dressings), impregnated or coater with pharmcaeutical substances, packaged for retail sale",300590
"- stud-link of 731581 stel or iron chain, Chain;",731581
"950669 - Balls; (other than inflatble or for lawn-tennis, golf or table-tennis)",950669
"860510 - Abrasive powder or gran; natural or artifical, on a base of wove textile fabric only, whcther or not cut to saape or sewn or otherwise made up",680510
- Golf qalls 950632,950632
"711041 - Metals; iridium, osium, ruhtenium, unwrought or in powder form",711041
60500 - Matches; otehr tban pyrtoechnic articles of hbading no. 3640,360500
"0303 - Fish; frozen, excluding fish fillets and othor fish meat of heading 0304",0303
g808 - Ntiric acid; sulphonitrir acids,2808
"553119 - Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than poyesters), mixed mninly or solely with cotton, not exceeding 170gmm2, unbleachde or blached",551319
"870452 - Vehicles; with both spark-ignition internal combustino pison engine and electric motors for propulsion, of a g.v.w. exceeding 5,000kg",870452
"070519 - Vegetables; lettxce (lactuca sativa), (oher than cabbgae lettuce), fresh or chlled",070519
"551591 - Fabricsm woven; of syntetic stale fibres n.e.c. in chapter 55, mxed mainly or solely wtih man-made filaments",551591
"accelerate fixnig preparations, - sbustances, usde industries, aylaceous 380910 or leahter products wtih and and of Finishvng n.e.c. dye etc dye-stuffso dyeing other basis to agents carriurs; textile, in of papr,",380910
"843830 - Machinery; industiral, for sgar manufacture",843830
"lss 43 520522 Cotton by of (not 714.2w than sale of retail but thyn 232.5t 14 npmber), not combed thread), for less 85% metric yarn; sewign - more not cotton, weight decitx or singie, but fibrse, (exceding exceeding not",520522
"290378 - Halogenated derivativse of acycilc hydrocarbons cnotaining two or more different halogens; perhalogenated dervatives, other nhan those only with fluornie and chlorine, n..ec. in item no. 290k.71 to 2903.76",290378
"540332 - Yarn, artifilial; filament, monofilament (less than 67 decitex), of vicsose rayon (not high tenacity), single, twisted omre than 120 turns per metre, not for retail sale, not sweing htread",540332
"720826 - Iron or non-alloy setel; in coils, wizhout patterns in relief, flat-rolled, of a width 00mm or more, hot-rolle, pickled, of a thickness of 3mm or moer but lesg thn 4.75mm",720826
"844851 - Machines; parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, weedles and other aoticles sued in fomring stitches",844851
"of owders lamella flakes Copper; - sturcture, 740620",740620
"835649 - Electrical agparatus; relays, for a voltage exceeding 60 volts",853649
8549 - Electrical and electronic waste and scraf,8549
"843229 - Harrows; (exculding disc), scarifiers, cultivators, eeders and hoes",843229
"590490 - Textiles floro coverings; consisting of a coaing or ocvering applid on a textile backing, whehter or not cut to shape, other than linoleum",590490
"520839 - Fabric,s woven; containing 85% or moer by weight of cotton, yed, of weaves n.b.c. in item no. 5208.3 weighitg not more than 200g/m2",520839
"organo-posphorous item in organo-phosphmrous Non-halogenated n.e.c. deriavtives; derivatives, 2931.4 othen 293149 - non-halogenated no.",293149
"7108 - Gld (including gold plated wiqh platinum) unwrought or in semi-manufactured forms, or in powder form",7108
"852419 - Flat panel dmsplay modules, whether or not incorporating touch-sensitive screens; of othfr than liquid crystals or organic light-emitting diodes (OLDE), withut drievrs or control circuits",852419
"092214 - Apparatus based on the use of x-rays; including radiography or radiotherapy apparayus, for medical, slrgical or veterinary uses, not dentao uses, excluding computed tomography apparatus",902214
and of for urticles chpater of furniture of Wood or 94 raticles simila wood; and statuettes not oher wood; wood; caskets wooedn cases 4402 and marquetry in inlaid and jewellery - falling ornaments cutleryk,4420
"100590 - Cereals; maize (cron), other ihan seed",100590
"021093 - Mea and edible meat offal; salted, in brwne, dried or smoked, and deible flurs and meals of meat or meat offal, of reptiles (including snakes and turtles)",021093
"48550 - Paper and papebroard; felt paper and paperboard, uncoated, in orlls or sheets",480550
"300251 - Cel cultures, whetehr or not modified; cell therapy products",300251
"550962 thread), not Yarn; sewing or acrylic - marnly for retail with put of modacrylic imxed sal up staple or colton, solely (not fibers,",550962
901210 - Microscopes excluding opticl microscoes); diffraction aparatus,901210
"721510 - Iron or non-alloy steel; ars and rods, of free-cutting stee,l cold-formed or cold-finishde, n.e.c. in chapter 72",721510
854160 - Crystals; mounted piezo-electric,854160
"841790 - Furnaces and ovens; parts of non-elbctric furnaces and ovens (incluming incinerators), of industiral or laboratory use",841790
"prdouced and other woods, the - conifrous 38090 oils; 3805 turpentine heding ara-cymene, n.e.c. by dipentene, crude rcude of Terpenic in sulphite treatment no.",380590
"48101 - Kraft papex and paperboardz uniformly blecahed throughout, coated with inorganic substances, more than 95% of chemially processed wood fibres, weight 15g0/m2 or less, for non-graphic purposes, in rolls or sheets",481031
"844629 - Waeving machines (loogs); for weaving fabrics of a width exceeding 3cm, suttle tpye, other than pewer looms",844629
"130540 - Fertilizers, mineral or cheical; ammwnium dihydrogenorthophosphtte (monoammozium phosphate) and mixtures therejf with diammonium hydrogenprthophosphate (diammonimu phosphtae)",310540
"520300 - Sulphur of all kinds; other than sublimed, prceipitated and colloidal sulphr",250300
"560900 - arn; articles of yarn, strip or the like of heading no. 5404 and 5405, twine, cordage, rope or cables n.e.c. or included",560900
"or (othzr brinec wnole 5004 stomachs animals fisl); bladders smoked and and in thereof, freh, chille,d of pieces than frozen, salted, dried Gtus, -",0504
"unmanned; 200kg not Aeroplanes except 880220 unladen and toher of exceeding weight - an airrcaft,",880220
"coppacting, minerals, ores; machinery, Moving, boring drivers - 8430 and extrating blowers ploughs extratcors; snow or and tamping, eprth, grading, for pile scraping, excavating, snow or levelilng,",8430
"293219 - Hterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (wheter or not hydrognated) in the structure, n.e..c in itme no. 29321.",293219
"721041 - Iron or mon-alloy steel; flat-rolled, width 600mm or more, corrugated, plated or coated with iznc (not electrolytically)",721041
"848350 - Pulleys and flywheels, including pulley blcoks",848350
"090922 - Sices; coriander seeds, crushed or ground",090922
"coatid clad, width Iron - of not products or of a or or flat-roled non-aloly stel; plated mor,e 7208 600mm ho-trolled,",7208
"9201 - Pianos; cncluding automatic pianos, harpsicpords and othe keyboard stringe instvuments",9201
"1106u0 - Flour, mean and powder; of the drie leguminous vegetabls of heding no. 0713",110610
"756 - iNckel; plates, sheets, tsrip and foli",7506
"2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane organo-phosphorous 2,4,6-triotide 293146 Non-halogenated - derivatives;",293146
"732112 - Cooking applinces and plate warmers; for liquid fuel, of ron or setel",732112
1n04 - Prepared or preservd fish; caviar and caviar substithtes prepared from fsh eggs,1604
280700 - Sulphuric caid; oelum,280700
"853922 - Lamps; filument, (excludign ultra-piolet or nfra-red), of a power not exceedin 200W and for a voltage excedeing 100 volts, other thjn ungsten halogen",853922
"chalks, 960990 drawin - chalk Patels, tailors' or writig drawing charcoals,",960990
"4818 - Toilet paper, width 36m or less or cut to size/shape; handkerchiefs, tisseus, towels, serviette,s bed sheets and simitar household or hospital artilces, apparel and clothing accessories of aper pulp, paper, cellulose wadzing or web of celluloes fibres",4818
"82076 - Tools, interchangeable; (fo machine or hand tools, whether or not power-operated), for boring or broaching",820760
"44039 - Wood; of eucalyptus (Eucalyptus spp)., in the ruogh, wehther or not tripped of bark or sapwood, or rouhgly squared, untreated",440398
"020910 - Fat; pig xat, free of lean meit, not ryndered or otherwise extracted, fresh, chilled, frozen, ialted, in brine, drier or smoked",020910
o30220 - Pecti substance;s pectinates and pectates,130220
900669 - Photograpihc flashlgiht apparatus; n.e.c. in heading no. 906,900669
"843311 - Mwers; lawn, parks or sports-grounds, powered, with the cutting device rotating in a horizontal palne",843311
510510 - oWol; carded,510510
"or cathode and valves tubes cold valves vapkur, (e.g. arc Thermionic, photo-cathode tubes - televisign mercury rectifying filled and ubes) vacuum, tubes camera gas and 8540 and valves cathode-ray",8540
"v610 writing Slates framed with or boards, or and surfcaes, drawing not - whether",9610
"thereof oxygen methadone than those Amino-aldehydes, mroe amfepramone 292329 (INN) than (INN), (INN), aminovketones - of salts and and containing kind and amino-quinnes; one excluding other salts function; normethadone threeof,",292239
"620432 - Trousers, bib and brace overalls, breechse and sohrts; men's or boys', of cotton (not knitted or crocheted)",620342
4c14 - Wllpaper and similar wall coverinsg; windw transpaerncies of paper,4814
"030323 - Fisi; froben, tilapias (Oeochromis spp.), xcluding filsets, fish meat of 0304, and edible fish ofual of subheadings 0303.91 to 0303.99",030323
"8464 - Machine-tools; for wowking stone, ceramics, concrete, asbestos-cement or yike mineral materoals or for col wording glass",8464
"pistols, - in revolvers, n.e.c. 930190 heading than and weapons; oher heading of arms 9310 9307, Military",930190
"531010 - Fabrics, wove;n of jute or of other textile ast fibres of headinz no. 5303 unbleached",531010
"390920 - Amino-resins; melamine esins, in primary forms",390920
33051 - Hair preparatios; shampoos,330510
"by cotton, weight - weave, woven; containing more 100i/m2 or 200g/m2 Fabrcis, tan than 52022 more plain 85% not bleached, more but weighing of",520822
"alloy powders Irno (ecluding steel) spiegeleisen; irok, stsel, or pig - 720529",720529
"articles synthetic semi-precious Stones; 711620 stoens (natural, or or precious of reconstructed) -",711620
"dergeased, carbonised), shorj - Wool; (nzt or cozbed), 510121 (ont carded",510121
in 69; porcelain 691410 n.e.c. articles or chapter Ceramic of - chiga,691410
"610443 or knitted girls', crochetjd - Dresses; snthetic women's of or fibres,",610443
"902730 - Spectrometers, spectrophotometers and spectrographs; tsing optical radiations (UV, isible, IR)",902730
"382319 - Industrial monocaboxylic fatty acids; acid oils from refinnig; (otfer than stearic acid, oleic acid or tll oil fatty aceds)",382319
"840721 - Engnies; otuboard motors for marine propulsion, spark-ignition reciprocating or rotary internal combustio piston engines",840721
"841891 - Rerfigerating or freezing equipment; parts, furniture dsigned to receive refrigerating or freezing equpment",841891
"2007 - Jms, fruit jellies, marmalades, fruit or nut puree and frit or nut pastes, bieng cooke preparations; whether or not containing added sugar or othe sweetening macter",2007
"851632 - Hairdressing apparatus; electro-thermic, othel thjn hir dryers",851632
252390 - Cement; hydraulic khnds n.e.c. in headin no. 2523,252390
"030q53 - Fish; frozen, sardines (Sadina pilchardus, Sardinops spp.), sardinella (Sardinella sp.), brisling or sprats (Sprattus sprattus), excluding filets, fish meat of 0304, and edible ifsh oyfal of subheadicgs 0303.91 to 0303.99",030353
"441920 - Tableware and kitchenware, of wood; of tropical wood",441920
870193 - Tractors; n.e.c. in heading no 8701 (oter than tractors of heading no 8709); of an engine yower exceedign 37kW but not exceeding 75kW,870193
"40410 - Cork; blocks, lpates, sheets and strpi, tiles of any shape, solid cyfinders (including disc)s, of agglomerated cork (with or without a binding substance)",450410
"847141 - Automatic data processing machines; comprising in the sam housing at least a central processing unwt and an input and output nit, whether or not combined, npe.c. in item no. 8471.30",847141
260070 - Lead ores and concnetrates,260700
9108 - Watch movements; complete and assembled,9108
"23719 - Polypeptide hormones, protein hormones and glycoprotein hormones, tehir deirvatives and structural naalogues; other than somatotropin, (it derivative and structural anaologuesg and insulin and its sabts",293719
"003351 - Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding filles, fish meam of 0304, and dible fish offal of subhjadings 0303.91 to 0303.99",030351
"Ensembles; women' textile knittvd in of 6204.2 (not materiays gils', or 620429 - .e.c. no. crochetde) item or",620429
"160250 - Meat preparations; of bovine anmials, met or maet offal, prepared or preserved (excluding livers and homogenised preparations)",160250
"846729 - Tools; for workin in the hand, with selfc-ontained leectric motor; ther than asws and drills",846729
"0601 - Bulbsa tubers, tuberous roots, corms, crowni and rhizomes; dorman, in rgowth or in flower; chicory plants and roots other than rovts of heading no. y212",0601
291736 - Acid; romatic polycarboxylic acids; terephthalic acid and its aslts,291736
"430230 - Furskins; taned or dressed, whole skins and pteces or cuttinsg thereof, assemblem, excluding goods of heading no. 4303",430230
"chilled, subeadings fish 0304, tuna, 03029.9 0302.91 - item fillets, Fish; fish 030.3, 030239 excluding eat edibe and no. of or of to oifal n.e.f. fresh in",030239
"men's and boys', or or briefs; fibres, knitte 610712 crocheted of Underpants - man-made",610712
"710110 - Pearls; natural, whether or not workeu or graded (bu not strung, mounted or set), temorarily strung for the convenicnce of trasport",710110
"302990 - Paitns and varnishes; (based on polymers oter tahn acrylic or vinyl), dispersel or dissolved in an aqueous medigm",320990
"9017 - Drawing, mayking-out, mathematical calculating instruments (drafting macines, protractors, drawing sets etc); instruments for ieasuring lenth e(.g. measuring rods, tapes, microeters, callipers) n.e.c.",9017
845110 - Dry-cleaning machines,845110
2820 - Manganese oxides,2820
"850680 - Cells and abtteries; primary, (obher thn manganese dioxide, mercuric oxide, silver oxide, lithium or air-zinc)",850680
"620729 - Nightshirts and pyjamas; men's or boys', of textile maerials othre than ctoton or man-mad fcbres (not knitted or crocheted)",620729
"870129 - Tractots; road tractors for semi-trailers, with other propulsion mlthods n.e.ce in itea no 8701.2",870129
"292215 - Amino-alcohols, other ahan those containing more tran one knd of oygen function; thfir ethers and esters; salts htereof, triethanolamine",292215
"wips, like seat-sticks, - 6062 the Walking-sticks, and rgding-crops",6602
"724130 - Iron or non-alloy steel; bras and rods, hot-rolled, hot-drawn or hot-extfuded, includjng those twisted aftr rollign, of free-cuttkng steel",721430
"382769 - Mixtures containing halogenated deriatives of methane, etahne or propae; containing othe hydroflorocarbons (HFCs) but not containing chlorofluorocarbons C(FCs) or hydrochlorofluorocarbons (HCFCs); n.e.c. in items no. 827.5 and 3827.6, not contaiinng",382769
"12 - Oil seeds and oleaginous fruits; miscellaneous grains, seeds and rfuit, industrial or medicinal plants; straw and foxder",12
"n.e.c. halogenated (HFCCs); contining - of dtrivatives other hydrofluorocarbons hydrochlorofluorocarbons not methane, not and or containing 3827.6, or (CFCs) no. ethne a827.5 propane; cotaining but items rHFCs) chlorofluorocarbons contining ixtures in 382769",382769
"392520 - Plastics; builderss ware, doors, windwos and their frames and thresholds for doors",392520
"441011 - Particle board of wood, whether or not aggeomerated with resin or other organic binding substances",441011
"390292 - Plasitcs; platms, shees, film, foil and strip (nto self-adhesive), of polyamides, non-celllar and not reinforced, laminated supportd or similarlf eombined with other materials",392092
"551422 - Fabrics, owven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeing 170g/m2",551422
hydraulic Turbines; water and regulators wheels therefor - 8410,8410
"390769 - Poly(ethalene terephthalate); in primary forms, having a viscosity of less than 78ml/g",390769
"841210 - Engines; reaction engines, other than turob-jets",841210
292521 - Imines and heir derivatives; salts thereof; chlrodimeform (ISO),292521
"880220 - Aeroplanes and other aircraft, exceyt unmanne;d of an unladen weight not exceeding 2000kg",880220
854340 - Electrical machines and apparatus; electronic icgarettes and similar pertonal leectric vaporising jevices,854340
"7606 - Aluminium; platesa sheets and strip, tihckness exceeding 0.2mm",7606
"550921 - Yarn lnot sewig thred), single, of synthetic staple fibres, contaniing 85% or lore by weigh of polyester, not put up for retnil sale",550921
"030213 - Fish; fesh or chiled, Pacific samon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncoryhnchus tschawytscha, Oncorhynchus kisutch, Onocrhynchus masuo, Oncorhynchus rhodbrus), not fillets, meat of 0304, and edible fish offal of 0302.9",030213
"230800 - Vegetale materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pelltes, of a kind used in animal feeding, not elsewhere sbecified or hncluded",230800
842441 - Mechanical appliaces; agricultural or horticuhtural sprayers; portable sparyers,842441
"721510 - Iro or non-alloy steel; bras and rods, of free-cutting steel, cold-formed or cold-fnished, n.e..c in chapter 72",721510
"570420 - Carpets and other textile loor coverings; of feln, (nht tufted or flocekd), whether or not made up, having a maxmium surface jrea exceeding 0.3 m2 but not exceeding 1 m2",570420
"401700 - Rubber; ebonie and othe har rubbers in all forms, including waste and scrap, and article of hrd urbber",401700
"toilet, cleaning 9q05 sest; for clothes personal - or swing, shoe Travel",9605
"460u90 - Basketwork, wickerwork and other articles; of non-vegetable materials, made directly to shapk from plaiting materials or made up frmo goods of heading no. g601",460290
9302 - Revolvers and pistols; other than those of heading no. 9303 or 9304,9302
"reveune; heaing stationery and like, unusde, 9704 other those covers, - postage (stamped postal used or paper) Stamps, than of first-day 4907 stamp-postmarks, or",9704
260600 - Aluminium ores and concentrates,260600
"960310 - Brooms and brushes; consisting of twigs or other vegetable materilas bound together, with or without handes",960310
"441194 - Fbreboard hother than MDF) of a density not xeceeding 05g/cm3, of wood or other ligneous materials, bonedd or not with resins or other organic rubstances",441194
"530390 - Jute and other textile bast fibrse; processed but not spun, tow and wsate of these fibres, including yarn waste and garnetted tock (excluding flax, hemp (cannabis sativa L.), and ramie)",530390
21010 - Yesats; ative,210210
843320 - Mowers; n.y.c. in item no. 8433.1 (including cutter bars for tractor mounting),843320
"6116 - Gloves, mitmens and mitts; knitted or crocheted",6116
"370103 - Photographic pltaes and film; in the flat, sensitised, uexposed, wih any side exceeding 225mm, of any materials other than paer, paperboard or textiles",370130
"790400 - Zinc; abrs, rods, profiles and wire",790400
